entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;mano_obra;expediente-numero;financiamiento
Hospital Marie Curie;Hospital Marie Curie - Instalación Y Montaje De Ascensor Camillero;Finalizada;Salud;Ministerio de Salud;la obras consistió en la provisión e instalación de un nuevo ascensor camillero ubicado en el hueco de escaleras del extremo sur del pasillo longitudinal del hospital, cabecera sobre la calle marí­a curie.;33604400.00;6;caballito;patricias argentinas av. 150;2016-06-23;2017-07-07;13;100;DALKIA ARGENTINA SOCIEDAD ANONIMA - CONSTRUCTORA LANUSSE S.A. UNIí“N TRANSITORIA DE EMPRESAS;2014;Licitación Pública;71/2014;30711831874;17;71-2014;Mixto / Nación / GCBA
Hospital Fernández;Hospital Fernández - Modernización y mejoras de ascensores;Finalizada;Salud;Ministerio de Salud;se realizaron la modernización y mejoras de ascensores en el hospital fernández.;18202359.00;14;palermo;cerviño av. 3356;2016-11-01;2018-11-30;24;100;Mig S.A.;2014;Anexo contratación mantenimiento;LPub-66-SIGAF-MSGC-2014;30561265255;10;2888256-2888256-MGEYA-2013;Nación / Fuente 11
Centros De Salud De Paternal;Edificio Ex Liga Israelita: Rehabilitación Y Refuncionalización;Finalizada;Salud;Ministerio de Salud;las obras consistieron en la rehabilitación y refuncionalización del edificio para desarrollar en planta baja un cesac, en el primer piso un centro de complejidad media y de derivación del írea (cemar). se recuperaron los espacios exteriores y las fachadas del edificio completo. se realizaron trabajos en el nivel cesac sobre la recuperación de fachadas y espacios exteriores, trabajos del basamento.;84798501.00;15;paternal;fragata pres. sarmiento 2152;2016-07-11;2019-01-01;30;100;Grupo Viarsa S.A;2015;Licitación Pública;1307/2015;30714207667;47;1307-2015;Mixto / CAF / Nación / GCBA
Hospital Penna;Hospital Penna - Obra Centro Transformación;Finalizada;Salud;Ministerio de Salud;en el marco del plan de mejoras que se desarrolló en el hospital penna respecto de la renovación y mejoras en las instalaciones eléctricas, se previó la provisión de un centro de transformación que le permite al hospital adquirir energí­a en media tensión. la presente obra consistió en la ejecución de la obra civil y electromecánica de un centro de transformación equipado con dos transformadores de 1600 kva, dos grupos electrógenos de 450 kva, celdas de media tensión para alimentación de transformadores y tablero general de baja tensión para alimentar inicialmente el tablero general de distribución del pabellón mouras, el nuevo sector de obstetricia, y el tablero general de distribución que alimenta el resto de los pabellones.;23152389.00;4;parque patricios;chutro, pedro, prof., dr. 3380;2016-06-21;2017-12-27;18;100;Indaltec S.A.;2014;Licitación Pública;74-SIGAF-MSGC-2014;30650988600;14;2888966-2888966-MGEYA-2013;Nación
Hospital Ramos Mejí­a;Hospital Ramos Mejí­a - Remodelación Integral Medicina Nuclear Y Obras Varias;Finalizada;Salud;Ministerio de Salud;el proyecto contempló la obra civil e instalaciones del sector actual de medicina nuclear existente ubicado en el pabellón cardiologí­a, edificio xix. dado las condiciones de antigí¼edad del edificio se debió tener especial cuidado de no modificar la imagen del mismo asegurando la protección del patrimonio histórico. el área total de la intervención comprendió 108 m2 cubiertos abarcando los siguientes sectores:- el sector destinado al servicio de medicina nuclear (sujeto a remodelación integral), que constó con un total de 69 m2 cubiertos comprendiendo los siguientes usos: cuarto caliente y de aplicación, administración e informe técnico, sala para cámara gamma, baño, sector de espera para pacientes. los sectores de ecodoppler, ecocardiograma, ergometrí­a y jefe de internación que suman los 39 m2 restantes.;6150537.00;3;balvanera;urquiza, gral. 609;2016-11-14;2017-09-30;10;100;SES SA;2016;Licitación Pública;487/2016;30647727545;6;487-2016;Internacional
Hospital Vélez Sarfield;Hospital Vélez Sarfield - Remodelación Guardia;Finalizada;Salud;Ministerio de Salud;la obra de guardia nueva, relocalización del jardí­n maternal, remodelación del área administrativa y servicio de imágenes, consiste en el traslado y ampliación de dichos servicios a través de la construcción de un nuevo volumen que se adosa al edificio existente. el proyecto se resuelve desarrollando en planta baja la guardia, y en primer piso el sector médico de la guardia con sus dormitorios, estares y office. el jardí­n existente será demolido para ser construido a nuevo. dicha obra se completa con la remodelación del edificio existente para la reubicación del servicio de imágenes y nutrición, same y sector administrativo en planta baja, y la remodelación de la sala de partos en primer piso, esta intervención abarca una totalidad de 2252 m2 cubiertos, 121 m2 semicubiertos y 1840 m2 descubiertos.;135485000.00;10;monte castro;calderon de la barca, pedro 1550;2017-06-22;2017-09-19;30;100;Indaltec S.A.;2018;Licitación Pública;42/2018;30650988600;7;42-2018;Mixto / Nación / GCBA
Hospital Penna;Hospital Penna - Remodelación ex guardia para traslado del servicio completo de imágenes (Area Imágenes);Finalizada;Salud;Ministerio de Salud;la obra consiste en la ampliación y remodelación integral del servicio de imágenes dando respuesta a la necesidad de centralizar todo el servicio de imágenes en una misma área, logrando sectorizar las circulaciones técnicas de las públicas y el uso de demanda ambulatoria del de guardia. el proyecto cuenta con 1245 m2 totales de los cuales 845 m2 son cubiertos y 400 m2 descubiertos como área de intervención. en las áreas de imágenes, el servicio comprenderá 5 salas de rayos x, 4 salas de ecografí­a, 2 salas de mamografí­a y una sala de tomografí­a. cada sala contará con los respectivos apoyos como salas de comando, sanitarios.;165175623.00;4;parque patricios;chutro, pedro, prof., dr. 3380;2017-11-15;2022-12-30;25;100;Sunil S.A.;2017;Licitación Pública;1050--SSASS-2017;30650988600;20;9740833--MGEYA-2017;Nación / Fuente 11
Hospital Piñero;Hospital Piñero - Normalización Integral De Gas í¢Â€Â“2° Etapa;Finalizada;Salud;Ministerio de Salud;la obra consistió en el proyecto, construcción, montaje, normalización, habilitación y puesta en marcha de ramal y servicio de gas- parte 2.;2766296.00;7;flores;varela av. 1301;2017-03-30;2017-06-28;3;100;COOPERATIVA DE TRABAJO LA UNICA LTDA.;2017;Decreto N° 433/16;1538/2017;30712452354;7;1538-2017;Nación / Fuente 11
Hospital Moyano;Hospital Moyano - Tareas De Demolición De Chimenea;Finalizada;Salud;Ministerio de Salud;la obra consistió en las tareas necesarias para la demolición de chimeneas en el hospital moyano.;2500000.00;4;barracas;brandsen 2570;2017-06-14;2017-09-01;3;100;Juan Pablo Boyatjian;2017;Decreto N° 433/16;3509/2017;30712452354;6;3509-2017;Internacional
Hospital Moyano;Hospital Moyano - Reformas En Clí­nica Médica - Etapa N° 1;Finalizada;Salud;Ministerio de Salud;la obra consistió en la remodelación y puesta en valor de todo el sector de clí­nica médica en planta baja e internación de cirugí­a en 1° piso, ya que las instalaciones se encontraban en condiciones precarias. dentro de la reforma que se realizó tanto en planta baja como en el primer piso, se distribuyeron mejor los ambientes en cada servicio para generar office de enfermerí­a, vestuarios y baños para el personal, estar de médicos, dormitorio de guardia y circulaciones. por otro lado, se hizo la puesta en valor de las salas de internación, consultorios y lavaderos.;17000000.00;4;barracas;brandsen 2570;2017-04-15;2018-02-08;10;100;SES S.A.;2014;Adicional de Mantenimiento;90/2014;30667662415;6;90-2014;Mixto Nación / Préstamo BID AR-L1260
Hospital ílvarez;Hospital Alvarez - Remodelación Y Ampliación Del Servicio De Hemoterapia Del Pabellón D;Finalizada;Salud;Ministerio de Salud;la obra de hemoterapia en el hospital ílvarez consistió en remodelar el servicio (prestaciones de atención ambulatoria, laboratorio de hemoderivados y banco de sangre). el área de la superficie que se intervino comprendió 134 m2 cubiertos y el proyecto se desarrolló en planta baja y entrepiso (entrepiso existente y ampliación del mismo) del pabellón d del hospital de referencia.;7782123.00;7;flores;aranguren, juan f., dr. 2701;2017-06-19;2018-04-30;10;100;SES SA;2014;Licitación Pública;155/2017;30647727545;30;155-2017;Nación
Hospital Rivadavia;Hospital Rivadavia - Remodelación del Centro Quirúrgico Pabellón Cobo y obras varias;Finalizada;Salud;Ministerio de Salud;la obra consiste en la remodelación parcial del pabellón cobo del hospital bernardino rivadavia. en planta baja, la remodelación comprende el área de extracciones, áreas de espera, remodelación de área administrativa para el centro quirúrgico. de la planta baja hasta el tercer piso se hará la puesta en valor del núcleo de circulación vertical existente (incluye el reemplazo del ascensor existente), provisión e instalación de nuevo ascensor, construcción de salidas de emergencia y escalera de emergencia exterior. mientras que en tercer piso se remodelará el centro quirúrgico. el área de intervención es de 2155 m2 cubiertos y de 52 m2 semicubiertos.;82179167.00;2;recoleta;las heras general av. 2670;2017-07-17;2020-04-30;22;100;Emaco S.A.;2017;Licitación Pública;123--SSASS-2017;30516284222;37;26345276--MGEYA-2016;GCBA
Plazas y Parques de Comuna 10;Plaza Montecastro: Puesta en valor.;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;el objetivo del proyecto consistió en realizar una puesta en valor de la plaza monte castro, mejorando su aspecto general mediante las siguientes tareas: recuperación de mobiliario urbano existente en deterioro o vandalizado, provisión de nuevo sistema de riego en toda la plaza, aumento de superficies absorbentes, mejoramiento general del patio de juegos, reubicando y restaurando equipamiento existente e incorporación de nuevos juegos, aumento de vegetación y reemplazo y reconstrucción de baldosas faltantes, sueltas, rotas o deterioradas en vereda.;4608431.00;10;monte castro;gualeguaychu y miranda;2017-12-28;2018-04-30;4;100;CASA MACCHI S.A.;2017;;;30608125201;41;;Nación
Plazas y Parques de Comuna 14;Plaza Sobral : Espacios Verdes;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;el objetivo del proyecto fue realizar una puesta en valor de la plaza, mejorando su aspecto general mediante las siguientes tareas: recuperación de mobiliario urbano existente en deterioro o vandalizado, provisión de nuevo sistema de riego en toda la plaza, aumento de superficies absorbentes, mejoramiento general del patio de juegos, reubicando y restaurando equipamiento existente e incorporación de nuevos juegos, aumento de vegetación y reemplazo y reconstrucción de baldosas faltantes, sueltas, rotas o deterioradas en vereda.;4394539.00;14;palermo;cabello y scalabrini ortiz, raul;2017-12-01;2018-03-09;3;100;Vap Construcciones S.R.L.;2017;;;30714522384;26;;GCBA
Entorno Almagro;Avenida Yrigoyen - Etapa 4;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;el sector que se intervino fueron las aceras norte y sur de la av. hipólito yrigoyen entre las alturas 3800 y 3900. se reemplazaron las aceras de baldosas de diversas tipologí­as por las de hormigón peinado gris claro con solias de separación entre tramos de hormigón llaneado color gris oscuro. a su vez se incorporó iluminación peatonal, se reemplazaron los cestos de basura y se colocaron bicicleteros en las zonas comerciales. por lo tanto, el objetivo de la obra fue de revalorizar la zona mediante la implementación de las nuevas aceras y los elementos urbaní­sticos antes mencionados.;4870300.00;5;almagro;yrigoyen, hipolito av. 3800;2017-11-23;2017-12-31;1;100;Rassa Construcciones S.R.L.;2017;;;30711150060;69;;Nación / Fuente 11
Plazas y Parques de Comuna 10;Corralón de Floresta: Nueva plaza;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;el objetivo general del proyecto fue recuperar la mayor superficie verde posible en virtud de la generación de una nueva plaza para el barrio. a su vez, el predio fue utilizado durante muchos años por distintas agrupaciones culturales que realizaban diversos talleres, huertas comunitarias y eventos donde participaban personas de todas las edades pertenecientes al barrio como también de distintos puntos de la ciudad mediante la convocatoria por las redes sociales. teniendo en cuenta los antecedentes del lugar, el proyecto se propuso involucrar las distintas actividades y usos, ya sean culturales, sociales, deportivos y/o recreativos, haciendo uso de algunas de las construcciones existentes que tienen valor histórico y conmemorativo para la comunidad, potenciando el sentido de pertenencia y simbólico del predio fomentando a su vez la integración sociocultural de los vecinos.;53999667.00;10;floresta;gaona av. y gualeguaychu;2017-12-14;2018-12-14;12;100;EDUARDO CARAMIAN S.A.C.I.C.I.F. Y A.;2017;Licitación Pública;1227-secdes-SECDES-2017;30517653183;50;24700629-SECDES-2016;Mixto / Nación / Préstamo BIRF 8706-AR
Acumar;Acumar: Osvaldo Cruz - Viviendas;Finalizada;Vivienda;Instituto de la Vivienda;ejecución de 128 viviendas, obras exteriores, estacionamientos e infraestructura correspondiente a la red distribuidora de gas a media presión, red de provisión de agua y red de provisión de desagí¼es cloacales en la calle osvaldo cruz 3351, barrio barracas.;153208672.00;4;barracas;cruz, osvaldo av. 3351;2017-01-03;2019-01-31;24;100;Bricons S.A.I.C.F.I.;2014;Licitación Pública;LPub-30--IVC-2014;30541068151;180;12962133--MGEYA-2014;Mixto / Nación / GCBA
Acumar;Acumar: Valparaí­so - Viviendas;Finalizada;Vivienda;Instituto de la Vivienda;obra: valparaí­so 3570 y veracruz 3459 - 48 viviendas - pb + 2 pisos;41510103.00;8;villa soldati;valparaiso 3570;2018-01-01;2019-05-31;12;100;Ajimez;2003;Licitación Pública;LP 10/03 Y 11/03;30612196962;32;LP 10-03 Y 11-03;Internacional
Acumar;Acumar: Alvarado - Viviendas S1;Finalizada;Vivienda;Instituto de la Vivienda;ejecución de 231 viviendas, 12 locales comerciales, obras exteriores y pavimentos, ubicado en las calles australia, ví­as ff.cc., agustí­n magaldi y alvarado, circunscripción 2, sección 26, manzana 37, bº barracas;217504266.00;4;barracas;alvarado;2017-11-21;2020-03-31;20;100;Pecam;2016;Licitación Pública;LPub-56--IVC-2016;30616509361;260;27654064--IVC-2016;Mixto / Nación / GCBA
Acumar;Acumar: Alvarado - Viviendas S2;Finalizada;Vivienda;Instituto de la Vivienda;ejecución de 231 viviendas, 12 locales comerciales, obras exteriores y pavimentos, ubicado en las calles australia, ví­as ff.cc., agustí­n magaldi y alvarado, circunscripción 2, sección 26, manzana 37, bº barracas;132127500.00;4;barracas;alvarado;2018-01-05;2020-03-31;18;100;Vidogar Construcciones S.A;2016;Licitación Pública;LPub-56--IVC-2016;30553433564;80;27654064--IVC-2016;Mixto / CAF / Nación / GCBA
Acumar;Acumar: Orma - Viviendas;Finalizada;Vivienda;Instituto de la Vivienda;ejecución de 188 viviendas, 14 locales comerciales y obras exteriores, calle orma n° 3214.;294708798.00;4;barracas;orma 3214;2017-11-21;2020-03-31;20;100;Pecam;2017;Licitación Pública;LP 01/17;30616509361;230;LP 01-17;Mixto Nación / Préstamo BID AR-L1260
Hospital Alvear;Hospital Alvear - Refuncionalización Pabellón 2;Finalizada;Salud;Ministerio de Salud;las obras comprendieron la remodelación integral del pabellón n° 1 en el hospital alvear, incluyendo también la ejecución de obras exteriores, espacios verdes circundantes y semicubiertos. para ello, se intervino en la climatización y acondicionamiento eléctrico del pabellón n° 1, se realizó una ampliación edilicia dentro del pabellón n° 1 que contempla un nuevo espacio destinado al acceso y espera en el área de consulta externa. además, la obra comprendió trabajos de estructuras y albañilerí­a en general como la ejecución de mamposterí­a de elevación, distintos tipos de revoques y cielorrasos, la colocación de revestimientos, solados y carpinterí­as.;10004793.00;15;paternal;warnes av. 2630;2016-09-19;2018-07-15;22;100;Sunil S.A.;2017;Licitación Pública;60/2014;30516354247;20;60-2014;Mixto / Nación / Préstamo BIRF 8706-AR
Barrio 26 De Junio;Barrio 26 De Junio: Puesta En Valor Pasillos De Uso Común â€“ 33 Viviendas;Finalizada;Espacio Público;Corporación Buenos Aires Sur;la obra consiste en reparar los senderos internos del y de las veredas perimetrales del complejo 33 viviendas.;2829803.00;8;villa soldati;portela 2537;2017-08-05;2017-07-07;2;100;SOL YEWEN LTDA;2017;Contratación Directa;04-CBAS-2017;30709272981;59;04-CBAS-2017;Nación / Fuente 14
Bibliotecas;Biblioteca José Hernández: Puesta En Valor;Finalizada;Arquitectura;Ministerio de Cultura;se realizó la puesta en valor integral de la biblioteca josé hernández, tareas de mantenimiento y refacción.;755429.00;9;liniers;boqueron 6753;2017-05-15;2017-11-30;6;100;Obra realizada con personal propio;;;;;37;;Internacional
Ecoparque;Ecoparque: Consultorí­a Edif.Patrim. Estructuralista;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se contrató un servicio de consultorí­a para el asesoramiento técnico estructural.;210000.00;14;palermo;republica de la india 3000;2017-08-28;2018-11-14;15;100;Pablo Luis Diéguez;2017;Contratación Directa;9510-0803- CDI17;20125490248;75;EX-2017-15170059-UPEEI-;Mixto Nación / Préstamo BID AR-L1260
Ecoparque;Ecoparque: Oficinas (Obra);Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se llevó a cabo la reparación, readecuación y mantenimiento del edificio de administración.;2685000.00;14;palermo;republica de la india 3000;2017-08-28;2017-11-16;3;100;Ediser S.R.L;2017;Licitación Pública;9510-0917-LPU17;30714414611;35;EX-2017-14224931-UPEEI;Mixto / CAF / Nación / GCBA
Ecoparque;Ecoparque: Oficinas (Muebles);Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se suministró de mobiliario para oficina administrativa.;1888807.00;14;palermo;republica de la india 3000;2017-11-09;2017-11-26;0;100;Prodmobi S.A;2017;Licitación Pública;9510-0941-LPU17;30710069553;45;EX-2017-14666523-MGEYA-UPEEI;Nación / Fuente 11
Ecoparque;Ecoparque: Bioterio Remodelación;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se llevó a cabo la reparación y readecuación del edificio bioterio emplazado en el sector de vestuarios del personal.;345000.00;14;palermo;republica de la india 3000;2017-09-25;2017-10-21;1;100;Punto H S.A;2017;Contratacion Menor;9510-1928-CME17;33714586799;32;EX-2017-16570498-MGEYA-UPEEI;Mixto / Nación / Préstamo BIRF 8706-AR
Ecoparque;Ecoparque: Adecuación De Pgma (Comedor-Biblioteca- Nutrición);Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se realizaron trabajos de reparación y readecuación de los recintos denominados depósito gastronómico y patio de comidas, a los efectos de nuevos usos como guarda de material bibliográfico (biblioteca) - área de nutrición y comedor para personal ecoparque respectivamente.;1649170.00;14;palermo;republica de la india 3000;2017-05-09;2017-12-07;7;100;Industrias Mas S.R.L;2017;Licitación Pública;9510-0943-LPU17;30707041990;33;EX- 2017-14673025-UPEEI;Nación / Fuente 11
Ecoparque;Ecoparque: Calefones Solares (25 Recintos);Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se suministraron 18 termotanques solares;305388.00;14;palermo;republica de la india 3000;2017-09-30;2017-10-13;1;100;Sergio Marcelo Bolzan;2017;Contratacion Menor;9510-2378-CME17;20208307259;79;EX-2017- 19567107- -MGEYA-UPEEI;GCBA
Ecoparque;Ecoparque: Oso Hormiguero - Modificaciones En Recinto;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se realizaron adecuaciones en recinto interno y externo para los ejemplares, cambio de cubierta, arreglos en revoque, revestimiento de paredes y pisos, cambio de carpinterí­a metálica y pintura de elementos metálicos.;335000.00;14;palermo;republica de la india 3000;2017-05-09;2017-11-09;6;100;Punto H S.A;2017;Contratacion Menor;9510-1961-CME17;33714586799;77;EX-2017-16740170- -MGEYA-UPEEI;Nación
Ecoparque;Ecoparque: Monario írabe - Modificaciones De Recinto;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se repararon y adecuaron los recintos de tapir y mono araña, a efectos de mejora y cumplimiento de estándares de bienestar animal y condiciones de seguridad para los ejemplares en cuestión.;610907.00;14;palermo;republica de la india 3000;2017-09-14;2017-12-05;3;100;Punto H S.A;2017;Contratacion Menor;9510-2033-CME17;33714586799;13;EX-2017-17165971- -MGEYA-UPEEI;Nación / Fuente 14
Ecoparque;Ecoparque: Intervenciones Correctivas De Urgencia En Recintos;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se repararon y adecuaron un extremo del recinto (45) para recibir a un oso hormiguero, trece agutí­ y una corzuela, a efectos de mejora de cumplimiento de actuales estándares de bienestar animal y condiciones de seguridad para los ejemplares en cuestión.;3123200.00;14;palermo;republica de la india 3000;2017-05-01;2017-12-20;7;100;CONSTRUCCIONES, INFRAESTRUCTURA Y SERVICIOS S.A.;2017;Licitación Pública;9510-1003-LPU17;30710393881;49;EX-2017-15729123-UPEEI;GCBA / FoDUS
Ecoparque;Ecoparque: Impermeabilización De Techo Recintos (3100 M2);Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;tuvo lugar la contratación de un servicio de mantenimiento e impermeabilización de cubiertas planas correspondientes a los recintos.;2890571.00;14;palermo;republica de la india 3000;2017-01-01;2017-11-14;10;100;Lemme Obras Civiles S.R.L;2017;Licitación Pública;9510-0942-LPU17;30712255249;16;EX-2017-14667106-MGEYA-UPEEI;GCBA
Ecoparque;Ecoparque: Elefante 2da Etapa;Finalizada;Espacio Público;Secretarí­a de Transporte y Obras Públicas;se readecuó el recinto de elefantes- etapa 2.;510200.00;14;palermo;republica de la india 3000;2017-05-01;2017-10-31;5;100;Punto H S.A;2017;Contratación Directa;9510-0941-CDI17;33714586799;66;EX-2017-15172039- -MGEYA-UPEEI;GCBA / FoDUS
Ecoparque;Ecoparque: Nuevas Mangas De Manejo;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se repararon y adecuaron las mangas de manejo para varios recintos a efectos de mejorar el cumplimiento de actuales estándares de bienestar animal para los ejemplares en cuestión. además, hubo readecuaciones en recintos internos para los ejemplares, confección de áreas de manejo y trabajos de colocación de malla en piso del recinto de exhibición.;479329.00;14;palermo;republica de la india 3000;2017-10-31;2017-12-22;2;100;Rs Montajes Y Obras S.R.L;2017;Contratacion Menor;9510-2501-CME17;30688475062;66;EE 2017-20505267-MGEYA-UPEEI-;Internacional
Barrio Papa Francisco;Barrio Papa Francisco: Sector 2;Finalizada;Vivienda;Instituto de la Vivienda;barrio papa francisco, etapa 1. 552 viviendas, 24 locales comerciales y obras exteriores. tipologí­a planta baja + 3 pisos. avda. escalada y avda. fernández de la cruz, barrio villa lugano, comuna 8.;201540000.00;8;villa lugano;escalada av. y fernandez de la cruz, f., gral. av.;2018-11-01;2019-11-30;16;100;Dycasa;2018;Licitación Pública;LP 16/16;33516294189;220;LP 16-16;Nación / Fuente 14
Barrio Papa Francisco;Barrio Papa Francisco: Sector 3;Finalizada;Vivienda;Instituto de la Vivienda;barrio papa francisco, etapa 1. 552 viviendas, 24 locales comerciales y obras exteriores. tipologí­a planta baja + 3 pisos. avda. escalada y avda. fernández de la cruz, barrio villa lugano, comuna 8.;217712474.00;8;villa lugano;escalada av. y fernandez de la cruz, f., gral. av.;2017-02-01;2018-06-30;16;100;Green S.A;2016;Licitación Pública;LP 16/16;30638727079;220;LP 16-16;Mixto Nación / Préstamo BID AR-L1260
Barrio Papa Francisco;Barrio Papa Francisco: Sector 1;Finalizada;Vivienda;Instituto de la Vivienda;barrio papa francisco, etapa 1. 552 viviendas, 24 locales comerciales y obras exteriores. tipologí­a planta baja + 3 pisos. avda. escalada y avda. fernández de la cruz, barrio villa lugano, comuna 8.;210593221.00;8;villa lugano;escalada av. y fernandez de la cruz, f., gral. av.;2017-02-01;2018-06-30;16;100;Conorvial S.A;2016;Licitación Pública;LP 16/16;33504596309;220;LP 16-16;Mixto / Nación / Préstamo BIRF 8706-AR
Barrio Papa Francisco;Barrio Papa Francisco: Sector 4;Finalizada;Vivienda;Instituto de la Vivienda;barrio papa francisco, etapa 2. 244 viviendas, 12 locales comerciales y obras exteriores. tipologí­a planta baja + 3 pisos. avda. escalada y avda. fernández de la cruz, barrio villa lugano, comuna 8.;228882850.00;8;villa lugano;escalada av. y fernandez de la cruz, f., gral. av.;2017-06-01;2019-07-15;16;100;Conorvial S.A;2016;Licitación Pública;LP 34/16;33504596309;260;LP 34-16;GCBA / FoDUS
Barrio Papa Francisco;Barrio Papa Francisco: Sector 5;Finalizada;Vivienda;Instituto de la Vivienda;barrio papa francisco, etapa 2. 244 viviendas, 12 locales comerciales y obras exteriores. tipologí­a planta baja + 3 pisos. avda. escalada y avda. fernández de la cruz, barrio villa lugano, comuna 8.;83509547.00;8;villa lugano;escalada av. y fernandez de la cruz, f., gral. av.;2017-06-01;2019-07-15;16;100;Conorvial S.A;2016;Licitación Pública;140/17;33504596309;100;140-17;Mixto / CAF / Nación / GCBA
Sedes comunales;Subsede Parque Chacabuco;Finalizada;Arquitectura;Subsecretarí­a de Gestión Comunal;se llevó a cabo la ampliación de la subsede n° 7 con motivo de incorporar un nuevo servicio: registro civil. se compuso de nuevos puestos de trabajo para cubrir áreas de cdr 0 años, nacimientos y cdr adultos, proyectando nuevos y mayores espacios de espera, servicios con un nuevo ingreso principal por av. emilio mitre. este proyecto se diseñó para cubrir el servicio de registro civil y así­ ampliar el funcionamiento de la comuna. asimismo, se propuso afectar nuevamente el acceso por la av. emilio mitre y utilizar el que corresponde a la calle de las ciencias como un ingreso secundario. a partir de este nuevo acceso, se logró ampliar la circulación principal agregando colores y nuevos equipamientos que permiten el fácil reconocimiento de cada servicio. la incorporación de locales individuales permitió un máximo aprovechamiento de los mismos utilizando espacios que actualmente se encuentran en desuso debido a sus dimensiones o ubicación.;13933231.00;7;parque chacabuco;mitre, emilio 952;2016-12-29;2017-10-26;10;100;Grim Constructora S.A.;2016;;;30633268084;75;;Nación / Fuente 14
Plazas y Parques de Comuna 6;Esquina Centenera  y Bonifacio: Nuevo espacio verde.;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;el objetivo se basó en generar espacios de descanso y esparcimiento para los padres y madres que realizan la transición con sus hijos en el jardí­n de infantes, como así­ también espacios de espera para los padres de la escuela í¢â€âœorganización de los estados americanosí¢â€â, brindando un nuevo espacio público urbanizado mediante la implementación de nuevo equipamiento. se incorporó nuevo equipamiento tanto para adultos como para niños, se suministró de vegetación de arbustivas con plantación de nuevas especies arbóreas, la implementación de nuevas luminarias que generan un espacio que invitará a los vecinos a habitarlo. se reacondiciono el estacionamiento y se limitaron los mismos con una hilera de bolardos para evitar que los autos se suban a la acera poniendo en peligro a los peatones. a su vez, se puso en condiciones el muro medianero que linda con el predio para la creación de un nuevo mural para la comuna. por lo tanto, idea rectora del proyecto se basó en una serie de indicadores, ampliación del suelo absorbente, incorporación de nuevas luminarias, incorporación de nuevo mobiliario urbano, accesibilidad de todo el predio e incorporación de especies arbóreas nuevas.;6654020.00;6;caballito;barco centenera del 701;2017-01-20;2017-11-30;10;100;Vap Construcciones S.R.L.;2016;;;30714522384;40;;GCBA / FoDUS
Sedes comunales;Sede Comunal Nro. 3 - Relocalización;Finalizada;Arquitectura;Subsecretarí­a de Gestión Comunal;se generó una fluidez espacial con la implementación de un mobiliario vanguardista con formas orgánicas brindando comodidad y funcionalidad. la nueva sede está ubicada en un sector del primer piso del centro comercial spinetto apoyada sobre una franja lateral que facilitó la utilización de la luz natural que ingresaba por las ventanas. la sede tiene una imagen reconocible dentro del centro comercial, unificando conceptos estéticos e incorporando la identidad cultural de la comuna, esto se logró con áreas claras de transición entre los sectores del shopping. con esta intervención se buscó generar espacios fluidos, circulaciones claras, fácil reconocimiento de las distintas áreas, maximizar la utilización de la luz natural, la utilización de un código de colores para las sectorizaciones e incorporación de un nuevo proyecto de luz cenital artificial e imágenes pertenecientes a la arquitectura de la comuna.;21921802.00;3;balvanera;junin 521;2016-12-05;2018-09-14;21;100;Proyectos Y Decisiones S.R.L;2016;;;30707328505;22;;Nación / Fuente 14
Sedes comunales;Sede Comunal 15 - 2° Etapa - Modificación Layout;Finalizada;Arquitectura;Subsecretarí­a de Gestión Comunal;este proyecto se pensó para mejorar la distribución de los servicios y el funcionamiento de la comuna, además de generar un ambiente más ameno y cómodo tanto para los vecinos usuarios de la misma como para la gente que trabaja allí­. se propuso, además, la mejora de las instalaciones termomecánicas, eléctricas, datos e incorporar un nuevo sistema de telefoní­a ip. la reorganización del espacio permitió un máximo aprovechamiento del mismo, utilizando zonas que se encontraban actualmente en desuso debido a sus dimensiones o ubicación.;8791277.00;15;chacarita;cordoba av. 5690;2016-10-11;2017-07-29;9;100;Graft Estudio S.R.L;2016;;;30708506903;46;;GCBA
